2024-03-19 20:06:28.926 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Project started successfully！
2024-03-19 20:06:31.521 [http-nio-0.0.0.0-8080-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-03-19 20:06:31.522 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-03-19 20:06:31.524 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-03-19 20:15:09.618 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Starting MainApplication using Java 1.8.0_402 on nanshuo with PID 15260 (E:\Desktop\code\2024\partner-matching-backend\target\classes started by dell in E:\Desktop\code\2024\partner-matching-backend)
2024-03-19 20:15:09.620 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - The following 1 profile is active: "dev"
2024-03-19 20:15:09.726 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2024-03-19 20:15:09.727 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2024-03-19 20:15:10.883 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2024-03-19 20:15:10.887 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-19 20:15:10.928 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16 ms. Found 0 Redis repository interfaces.
2024-03-19 20:15:12.086 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2024-03-19 20:15:12.098 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:15:12.098 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-03-19 20:15:12.099 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.69]
2024-03-19 20:15:12.170 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2024-03-19 20:15:12.170 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2442 ms
2024-03-19 20:15:14.733 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-03-19 20:15:16.348 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:15:16.359 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2024-03-19 20:15:16.807 [restartedMain] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2024-03-19 20:15:16.816 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Started MainApplication in 7.858 seconds (JVM running for 9.483)
2024-03-19 20:15:16.820 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Project started successfully！
2024-03-19 20:15:21.873 [http-nio-0.0.0.0-8080-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [Hm_lvt_3d964ae21216a10c78094c5ee54475da=1710656952,1710657982,1710658634,1710659811] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2024-03-19 20:15:21.882 [http-nio-0.0.0.0-8080-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-03-19 20:15:21.883 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-03-19 20:15:21.886 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2024-03-19 20:19:32.881 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (0 additions, 1 deletion, 0 modifications)
2024-03-19 20:19:33.413 [Thread-14] INFO  org.apache.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:33.414 [Thread-14] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2024-03-19 20:19:33.417 [Thread-14] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Destroying Spring FrameworkServlet 'dispatcherServlet'
2024-03-19 20:19:33.428 [Thread-14] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:33.433 [Thread-14] INFO  org.apache.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:33.913 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Starting MainApplication using Java 1.8.0_402 on nanshuo with PID 15260 (E:\Desktop\code\2024\partner-matching-backend\target\classes started by dell in E:\Desktop\code\2024\partner-matching-backend)
2024-03-19 20:19:33.913 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - The following 1 profile is active: "dev"
2024-03-19 20:19:34.430 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2024-03-19 20:19:34.430 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-19 20:19:34.442 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2024-03-19 20:19:34.635 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2024-03-19 20:19:34.636 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:34.637 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-03-19 20:19:34.637 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.69]
2024-03-19 20:19:34.651 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2024-03-19 20:19:34.651 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 734 ms
2024-03-19 20:19:36.134 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-03-19 20:19:36.341 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:36.343 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2024-03-19 20:19:36.360 [restartedMain] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2024-03-19 20:19:36.362 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Started MainApplication in 2.519 seconds (JVM running for 269.029)
2024-03-19 20:19:36.364 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-03-19 20:19:36.364 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Project started successfully！
2024-03-19 20:19:37.749 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (1 addition, 0 deletions, 0 modifications)
2024-03-19 20:19:38.138 [Thread-25] INFO  org.apache.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:38.139 [Thread-25] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2024-03-19 20:19:38.146 [Thread-25] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:38.149 [Thread-25] INFO  org.apache.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:38.425 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Starting MainApplication using Java 1.8.0_402 on nanshuo with PID 15260 (E:\Desktop\code\2024\partner-matching-backend\target\classes started by dell in E:\Desktop\code\2024\partner-matching-backend)
2024-03-19 20:19:38.425 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - The following 1 profile is active: "dev"
2024-03-19 20:19:38.642 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2024-03-19 20:19:38.642 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-19 20:19:38.647 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
2024-03-19 20:19:38.760 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2024-03-19 20:19:38.761 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:38.761 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-03-19 20:19:38.761 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.69]
2024-03-19 20:19:38.771 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2024-03-19 20:19:38.771 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 344 ms
2024-03-19 20:19:39.792 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-03-19 20:19:40.048 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:40.050 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2024-03-19 20:19:40.114 [restartedMain] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2024-03-19 20:19:40.115 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Started MainApplication in 1.721 seconds (JVM running for 272.782)
2024-03-19 20:19:40.116 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-03-19 20:19:40.116 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Project started successfully！
2024-03-19 20:19:48.286 [http-nio-0.0.0.0-8080-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-03-19 20:19:48.287 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-03-19 20:19:48.291 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2024-03-19 20:19:50.731 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (0 additions, 1 deletion, 0 modifications)
2024-03-19 20:19:51.301 [Thread-29] INFO  org.apache.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:51.301 [Thread-29] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2024-03-19 20:19:51.302 [Thread-29] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Destroying Spring FrameworkServlet 'dispatcherServlet'
2024-03-19 20:19:51.308 [Thread-29] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:51.310 [Thread-29] INFO  org.apache.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:51.650 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Starting MainApplication using Java 1.8.0_402 on nanshuo with PID 15260 (E:\Desktop\code\2024\partner-matching-backend\target\classes started by dell in E:\Desktop\code\2024\partner-matching-backend)
2024-03-19 20:19:51.651 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - The following 1 profile is active: "dev"
2024-03-19 20:19:52.122 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2024-03-19 20:19:52.122 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-19 20:19:52.131 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2024-03-19 20:19:52.351 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2024-03-19 20:19:52.352 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:52.353 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-03-19 20:19:52.353 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.69]
2024-03-19 20:19:52.365 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2024-03-19 20:19:52.365 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 712 ms
2024-03-19 20:19:53.790 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-03-19 20:19:54.115 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:54.117 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2024-03-19 20:19:54.139 [restartedMain] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2024-03-19 20:19:54.140 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Started MainApplication in 2.53 seconds (JVM running for 286.807)
2024-03-19 20:19:54.142 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-03-19 20:19:54.142 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Project started successfully！
2024-03-19 20:19:55.544 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (1 addition, 0 deletions, 0 modifications)
2024-03-19 20:19:56.152 [Thread-33] INFO  org.apache.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:56.152 [Thread-33] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2024-03-19 20:19:56.159 [Thread-33] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:56.162 [Thread-33] INFO  org.apache.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:56.528 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Starting MainApplication using Java 1.8.0_402 on nanshuo with PID 15260 (E:\Desktop\code\2024\partner-matching-backend\target\classes started by dell in E:\Desktop\code\2024\partner-matching-backend)
2024-03-19 20:19:56.529 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - The following 1 profile is active: "dev"
2024-03-19 20:19:56.873 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2024-03-19 20:19:56.874 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-19 20:19:56.880 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2024-03-19 20:19:57.036 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2024-03-19 20:19:57.036 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:57.037 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-03-19 20:19:57.037 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.69]
2024-03-19 20:19:57.049 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2024-03-19 20:19:57.049 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 517 ms
2024-03-19 20:19:58.158 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-03-19 20:19:58.389 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:19:58.391 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2024-03-19 20:19:58.448 [restartedMain] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2024-03-19 20:19:58.450 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Started MainApplication in 1.962 seconds (JVM running for 291.117)
2024-03-19 20:19:58.451 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-03-19 20:19:58.451 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Project started successfully！
2024-03-19 20:20:03.312 [http-nio-0.0.0.0-8080-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-03-19 20:20:03.313 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-03-19 20:20:03.314 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-03-19 20:20:03.320 [http-nio-0.0.0.0-8080-exec-1] INFO  com.nanshuo.springboot.aop.LogInterceptor - request start，id: 97a5fc8a-de5b-4e46-949d-744b7b4edfa7, path: /api/user/search/tags, ip: 0:0:0:0:0:0:0:1, params: []
2024-03-19 20:37:09.604 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Starting MainApplication using Java 1.8.0_402 on nanshuo with PID 18648 (E:\Desktop\code\2024\partner-matching-backend\target\classes started by dell in E:\Desktop\code\2024\partner-matching-backend)
2024-03-19 20:37:09.606 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - The following 1 profile is active: "dev"
2024-03-19 20:37:09.703 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2024-03-19 20:37:09.704 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2024-03-19 20:37:10.694 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2024-03-19 20:37:10.697 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-19 20:37:10.723 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 12 ms. Found 0 Redis repository interfaces.
2024-03-19 20:37:11.641 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2024-03-19 20:37:11.650 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:37:11.651 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-03-19 20:37:11.651 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.69]
2024-03-19 20:37:11.712 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2024-03-19 20:37:11.712 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2007 ms
2024-03-19 20:37:14.929 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-03-19 20:37:16.509 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:37:16.518 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2024-03-19 20:37:17.045 [restartedMain] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2024-03-19 20:37:17.057 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Started MainApplication in 8.252 seconds (JVM running for 10.207)
2024-03-19 20:37:17.062 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Project started successfully！
2024-03-19 20:37:18.929 [http-nio-0.0.0.0-8080-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [Hm_lvt_3d964ae21216a10c78094c5ee54475da=1710656952,1710657982,1710658634,1710659811] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2024-03-19 20:37:18.936 [http-nio-0.0.0.0-8080-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-03-19 20:37:18.936 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-03-19 20:37:18.939 [http-nio-0.0.0.0-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2024-03-19 20:37:54.595 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (0 additions, 1 deletion, 0 modifications)
2024-03-19 20:37:55.544 [Thread-16] INFO  org.apache.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:37:55.545 [Thread-16] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2024-03-19 20:37:55.546 [Thread-16] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Destroying Spring FrameworkServlet 'dispatcherServlet'
2024-03-19 20:37:55.555 [Thread-16] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:37:55.560 [Thread-16] INFO  org.apache.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:37:55.999 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Starting MainApplication using Java 1.8.0_402 on nanshuo with PID 18648 (E:\Desktop\code\2024\partner-matching-backend\target\classes started by dell in E:\Desktop\code\2024\partner-matching-backend)
2024-03-19 20:37:55.999 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - The following 1 profile is active: "dev"
2024-03-19 20:37:56.472 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2024-03-19 20:37:56.473 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-19 20:37:56.484 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2024-03-19 20:37:56.851 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2024-03-19 20:37:56.852 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:37:56.852 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-03-19 20:37:56.852 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.69]
2024-03-19 20:37:56.871 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2024-03-19 20:37:56.871 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 869 ms
2024-03-19 20:37:59.074 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-03-19 20:37:59.409 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2024-03-19 20:37:59.412 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2024-03-19 20:37:59.440 [restartedMain] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2024-03-19 20:37:59.442 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Started MainApplication in 3.506 seconds (JVM running for 52.592)
2024-03-19 20:37:59.444 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-03-19 20:37:59.444 [restartedMain] INFO  com.nanshuo.springboot.MainApplication - Project started successfully！
2024-03-19 20:38:00.823 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (1 addition, 0 deletions, 0 modifications)
